41.423 8.428 35.5156
41.523 8.69478 37.7996
41.622 8.95545 40.1001
41.722 9.21512 42.4592
41.819 9.47526 44.8903
41.922 9.72709 47.3081
42.022 9.96979 49.6984
42.125 10.2053 52.0736
42.225 10.4276 54.3677
42.326 10.6388 56.5921
42.425 10.8399 58.752
42.525 11.0304 60.8353
42.625 11.2126 62.8615
42.725 11.3887 64.8509
42.824 11.5567 66.779
42.925 11.7193 68.671
43.025 11.8767 70.5278
43.125 12.0292 72.3505
43.225 12.1774 74.1443
43.322 12.1774 74.1443
43.419 12.1774 74.1443
43.522 12.1774 74.1443
43.622 12.1774 74.1443
43.722 12.1774 74.1443
43.822 12.1899 74.2969
43.922 12.2126 74.5732
44.022 12.2428 74.9436
44.122 12.2808 75.4094
44.223 12.3265 75.9713
44.322 12.3798 76.6297
44.422 12.4407 77.3853
44.523 12.5091 78.2382
44.623 12.5848 79.1885
44.722 12.6245 79.6886
44.822 12.6245 79.6886
44.923 12.6245 79.6886
45.022 12.6245 79.6886
45.122 12.6245 79.6886
45.222 12.6245 79.6886
45.322 12.6245 79.6886
45.422 12.6245 79.6886
45.522 12.6289 79.745
45.623 12.6429 79.9212
45.723 12.6643 80.1917
45.824 12.693 80.5558
45.923 12.7289 81.0131
46.024 12.7721 81.5628
46.124 12.8221 82.2037
46.223 12.879 82.9346
46.324 12.9427 83.7565
46.423 13.0132 84.6711
46.523 13.0904 85.6797
46.619 13.1747 86.7861
46.723 13.266 87.9928
46.823 13.3644 89.303
46.923 13.4699 90.7198
47.023 13.5828 92.2459
47.123 13.7028 93.884
47.223 13.83 95.6343
47.323 13.9641 97.4974
47.423 14.1047 99.4709
47.523 14.2514 101.552
47.623 14.4039 103.736
47.723 14.5613 106.016
47.824 14.7233 108.387
47.922 14.8885 110.833
48.023 15.0464 113.198
48.123 15.1974 115.481
48.225 15.342 117.688
48.325 15.4814 119.836
48.422 15.4814 119.836
48.522 15.4814 119.836
48.622 15.4814 119.836
48.722 15.4814 119.836
48.822 15.4814 119.836
48.922 15.4814 119.836
49.025 15.5349 120.667
49.127 15.5847 121.442
49.225 15.6296 122.142
49.325 15.6706 122.783
49.425 15.7058 123.337
49.526 15.7359 123.81
49.625 15.7613 124.209
49.725 15.7797 124.499
49.825 15.7923 124.699
49.925 15.8004 124.827
50.025 15.8021 124.853
50.125 15.7983 124.793
50.226 15.7901 124.664
50.326 15.7761 124.442
50.425 15.7572 124.145
50.524 15.7347 123.79
50.624 15.7071 123.356
50.726 15.6756 122.863
50.822 15.6756 122.863
50.921 15.6756 122.863
51.022 15.6756 122.863
51.122 15.6756 122.863
51.222 15.6378 122.271
51.322 15.6062 121.776
51.42 15.5821 121.401
51.522 15.5659 121.149
51.622 15.5577 121.021
51.722 15.5577 121.021
51.822 15.5577 121.021
51.922 15.5577 121.021
52.022 15.5577 121.021
52.122 15.5577 121.021
52.222 15.5577 121.021
